variant,triangles,regimen,seed,target,generation,best_fitness,best_global_fitness,mean_fitness,std_fitness,diversity,stalled,structure_stable,share_unchanged,evaluations,elapsed
800 tri · pm fijo,800,pm fijo,1,compleja,26,0.8352195250157858,0.8352195250157858,0.827070941971002,0.004107375447649495,0.030652306702030188,0,0,0.0,2160,10.894145708996803
800 tri · pm fijo,800,pm fijo,1,compleja,27,0.842382997717126,0.842382997717126,0.8304347480114316,0.004157743584823197,0.030934636067041707,0,0,0.0,2240,11.353961499989964
800 tri · pm fijo,800,pm fijo,1,compleja,28,0.8452742861215911,0.8452742861215911,0.8340202326977035,0.003856932086375917,0.030958561745357122,0,0,0.0,2320,11.759992708917707
800 tri · pm fijo,800,pm fijo,1,compleja,29,0.8458974371125453,0.8458974371125453,0.8366466179381249,0.003678377684668359,0.030281498451932443,0,0,0.0,2400,12.162243541912176
800 tri · pm fijo,800,pm fijo,1,compleja,30,0.8484130303838762,0.8484130303838762,0.838892210901337,0.004513016599660456,0.031104895737830197,0,0,0.0,2480,12.601131959003396
800 tri · pm fijo,800,pm fijo,1,compleja,31,0.8513048741944178,0.8513048741944178,0.8420601242782698,0.004972047426663356,0.03126105215878707,0,0,0.0,2560,13.016881791991182
800 tri · pm fijo,800,pm fijo,1,compleja,32,0.8547547616278539,0.8547547616278539,0.8459560510966753,0.0039381839450974895,0.02985077505160507,0,0,0.0,2640,13.469279083888978
800 tri · pm fijo,800,pm fijo,1,compleja,33,0.8550623902528262,0.8550623902528262,0.8477464153045181,0.003812608740655869,0.03040329410498774,0,0,0.0,2720,13.95110137492884
800 tri · pm fijo,800,pm fijo,1,compleja,34,0.8565634740509529,0.8565634740509529,0.850027186204304,0.0034595463540467043,0.030494025131480564,0,0,0.0,2800,14.411659459001385
800 tri · pm fijo,800,pm fijo,1,compleja,35,0.8614480477606472,0.8614480477606472,0.8519305075784642,0.004106582418757533,0.030470343242535853,0,0,0.0,2880,14.846368874888867
800 tri · pm fijo,800,pm fijo,1,compleja,36,0.8620727355008525,0.8620727355008525,0.8538668687459404,0.0031510737195660685,0.030426895498257986,0,0,0.0,2960,15.321918583940715
800 tri · pm fijo,800,pm fijo,1,compleja,37,0.8637584605874586,0.8637584605874586,0.8560082781907925,0.003284926206572215,0.03054208134396783,0,0,0.0,3040,15.738001916906796
800 tri · pm fijo,800,pm fijo,1,compleja,38,0.8637659205104627,0.8637659205104627,0.8577847706839894,0.0035742547960851004,0.03026215629902111,0,0,0.0,3120,16.16048104199581
800 tri · pm fijo,800,pm fijo,1,compleja,39,0.8667880431233854,0.8667880431233854,0.8588244828243559,0.003344441312817611,0.030682201403150054,0,0,0.0,3200,16.606749708997086
800 tri · pm fijo,800,pm fijo,1,compleja,40,0.8663239661367682,0.8667880431233854,0.8601777655363815,0.0032606170896409014,0.03096682072418738,1,0,0.0,3280,17.023742041899823
800 tri · pm fijo,800,pm fijo,1,compleja,41,0.8670515791092391,0.8670515791092391,0.8616051351182682,0.0031800712378133003,0.029701627020193504,0,0,0.0,3360,17.46957387495786
800 tri · pm fijo,800,pm fijo,1,compleja,42,0.8710211738864322,0.8710211738864322,0.8618496095883718,0.0034514828646940287,0.02947335383250593,0,0,0.0,3440,17.896897624945268
800 tri · pm fijo,800,pm fijo,1,compleja,43,0.8678937298032487,0.8710211738864322,0.8629600600933542,0.002604567059313457,0.02959409575350345,1,0,0.0,3520,18.29983654199168
800 tri · pm fijo,800,pm fijo,1,compleja,44,0.87018557436086,0.8710211738864322,0.8635930637237944,0.0029829569153798216,0.030477655142185846,2,0,0.0,3600,18.69739641691558
800 tri · pm fijo,800,pm fijo,1,compleja,45,0.8719689621919566,0.8719689621919566,0.8644804032030067,0.003621674012893138,0.029810344163190138,0,0,0.0,3680,19.200835916912183
800 tri · pm fijo,800,pm fijo,1,compleja,46,0.8711926163237342,0.8719689621919566,0.8659740366150057,0.0032796891079110192,0.029971026126023682,1,0,0.0,3760,19.63671124994289
800 tri · pm fijo,800,pm fijo,1,compleja,47,0.8714462516188549,0.8719689621919566,0.8670692200255361,0.0024875687781813665,0.02989530796019856,2,0,0.0,3840,20.089960624929518
800 tri · pm fijo,800,pm fijo,1,compleja,48,0.8725773198311615,0.8725773198311615,0.867049979751337,0.002740970841006439,0.030083389955050922,0,0,0.0,3920,20.50907229189761
800 tri · pm fijo,800,pm fijo,1,compleja,49,0.8745767960069923,0.8745767960069923,0.8675790703726225,0.003046015783931179,0.029919966940509996,0,0,0.0,4000,20.948153999983333
800 tri · pm fijo,800,pm fijo,1,compleja,50,0.8735815276413501,0.8745767960069923,0.8683032565704398,0.0033917762516966522,0.03084516906813933,1,0,0.0,4080,21.356356999953277
800 tri · pm fijo,800,pm fijo,1,compleja,51,0.874833887193839,0.874833887193839,0.8699887329865736,0.003253091591988804,0.02969488980629153,0,0,0.0,4160,21.773176624905318
800 tri · pm fijo,800,pm fijo,1,compleja,52,0.8751275886050245,0.8751275886050245,0.8696292729947264,0.0036693209840817156,0.029699699419805187,0,0,0.0,4240,22.227751208934933
800 tri · pm fijo,800,pm fijo,1,compleja,53,0.8765625569869198,0.8765625569869198,0.8708413814309314,0.0027137382230877256,0.029133686783113545,0,0,0.0,4320,22.704694249900058
800 tri · pm fijo,800,pm fijo,1,compleja,54,0.8772417506778827,0.8772417506778827,0.8709696218585912,0.003575725799008524,0.02967054588102773,0,0,0.0,4400,23.15773191698827
800 tri · pm fijo,800,pm fijo,1,compleja,55,0.8764835115592379,0.8772417506778827,0.8722986283978266,0.0022138688084974863,0.029147111549000952,1,0,0.0,4480,23.618098584003747
800 tri · pm fijo,800,pm fijo,1,compleja,56,0.8762418212088159,0.8772417506778827,0.8723014567117223,0.002035277080215784,0.029300960214066186,2,0,0.0,4560,24.008862958988175
800 tri · pm fijo,800,pm fijo,1,compleja,57,0.8767192382853352,0.8772417506778827,0.8720363451003577,0.0026188915188048363,0.029577467591474015,3,0,0.0,4640,24.469052499975078
800 tri · pm fijo,800,pm fijo,1,compleja,58,0.8775687786660716,0.8775687786660716,0.8725239129396514,0.002527226339969282,0.028891132709750984,0,0,0.0,4720,24.898780374904163
800 tri · pm fijo,800,pm fijo,1,compleja,59,0.8776250835395639,0.8776250835395639,0.8728614953296644,0.002827745169088966,0.028705383034701753,0,0,0.0,4800,25.341605291934684
800 tri · pm fijo,800,pm fijo,1,compleja,60,0.8775949647588032,0.8776250835395639,0.8731004245410459,0.0029717240773559097,0.028475960637013215,1,0,0.0,4880,25.751331083942205
800 tri · pm fijo,800,pm fijo,1,compleja,61,0.877926775025765,0.877926775025765,0.8734452903648225,0.0028207463693417927,0.029004286573992625,0,0,0.0,4960,26.250280124950223
800 tri · pm fijo,800,pm fijo,1,compleja,62,0.878682164918738,0.878682164918738,0.8737713325955271,0.0030668182572126624,0.028261949958752586,0,0,0.0,5040,26.69012720894534
800 tri · pm fijo,800,pm fijo,1,compleja,63,0.8791891498158317,0.8791891498158317,0.874261709988805,0.0029438958309862657,0.02779568804773402,0,0,0.0,5120,27.122005666955374
800 tri · pm fijo,800,pm fijo,1,compleja,64,0.8784457528543967,0.8791891498158317,0.8738346377673611,0.004873646640923693,0.02835118751806619,1,0,0.0,5200,27.551885166903958
800 tri · pm fijo,800,pm fijo,1,compleja,65,0.8794534984908082,0.8794534984908082,0.875102089262176,0.002162153192466831,0.02816870263856582,0,0,0.0,5280,27.968791083898395
800 tri · pm fijo,800,pm fijo,1,compleja,66,0.8794810705853522,0.8794810705853522,0.8749469125103279,0.0026104245785891133,0.02781954303699554,0,0,0.0,5360,28.506644333945587
800 tri · pm fijo,800,pm fijo,1,compleja,67,0.8789864975281755,0.8794810705853522,0.8756163773492898,0.0024165901392403134,0.027527073523803455,1,0,0.0,5440,28.930582083994523
800 tri · pm fijo,800,pm fijo,1,compleja,68,0.8789458620983435,0.8794810705853522,0.8752792306654836,0.003350094262942848,0.027392916762898633,2,0,0.0,5520,29.376077999942936
800 tri · pm fijo,800,pm fijo,1,compleja,69,0.8804733727211731,0.8804733727211731,0.8754126326634942,0.0029740089240166594,0.02764129538991739,0,0,0.0,5600,29.877513541956432
800 tri · pm fijo,800,pm fijo,1,compleja,70,0.8813220558997252,0.8813220558997252,0.8760102172512939,0.00302056458804984,0.02770809642899296,0,0,0.0,5680,30.319389749900438
800 tri · pm fijo,800,pm fijo,1,compleja,71,0.8819079301412832,0.8819079301412832,0.8769767697071327,0.0029198876128165878,0.02693787246196524,0,0,0.0,5760,30.77016212500166
800 tri · pm fijo,800,pm fijo,1,compleja,72,0.8815629486424957,0.8819079301412832,0.8776432319704345,0.0026137052012997395,0.02705044947340873,1,0,0.0,5840,31.146785624907352
800 tri · pm fijo,800,pm fijo,1,compleja,73,0.8818610263137812,0.8819079301412832,0.8775889719551262,0.0024787832892894717,0.02726879661178023,2,0,0.0,5920,31.53593720891513
800 tri · pm fijo,800,pm fijo,1,compleja,74,0.8825351499868105,0.8825351499868105,0.8781871573950422,0.0021077859140877834,0.027607175819043817,0,0,0.0,6000,31.992370958905667
800 tri · pm fijo,800,pm fijo,1,compleja,75,0.8814654937094946,0.8825351499868105,0.8782479486451873,0.0028555744258869096,0.027907798778187626,1,0,0.0,6080,32.464189791935496
800 tri · pm fijo,800,pm fijo,1,compleja,76,0.8816077106678135,0.8825351499868105,0.8778954205369967,0.0023748964280953916,0.028483866663481634,2,0,0.0,6160,32.96142833388876
800 tri · pm fijo,800,pm fijo,1,compleja,77,0.8821817002276665,0.8825351499868105,0.878033861237242,0.002764050219326843,0.029382671280380697,3,0,0.0,6240,33.37567308393773
800 tri · pm fijo,800,pm fijo,1,compleja,78,0.882848930657237,0.882848930657237,0.877734084001079,0.0035049567283090277,0.030107672267717288,0,0,0.0,6320,33.855507917003706
800 tri · pm fijo,800,pm fijo,1,compleja,79,0.882825926662312,0.882848930657237,0.8787163184682045,0.0022302762538882206,0.029548891595991715,1,0,0.0,6400,34.321797041920945
800 tri · pm fijo,800,pm fijo,1,compleja,80,0.8836747436686693,0.8836747436686693,0.8789779294976728,0.002552547931119823,0.029383987529579877,0,0,0.0,6480,34.76019070891198
800 tri · pm fijo,800,pm fijo,1,compleja,81,0.8827806514894833,0.8836747436686693,0.8794770106270111,0.002055539548717861,0.027981328241415988,1,0,0.0,6560,35.22006016690284
800 tri · pm fijo,800,pm fijo,1,compleja,82,0.884107601872369,0.884107601872369,0.879116191474932,0.003448523581271652,0.027957579651098137,0,0,0.0,6640,35.681104958988726
800 tri · pm fijo,800,pm fijo,1,compleja,83,0.8838415319987327,0.884107601872369,0.8797496437616846,0.0033944599546190226,0.027197565209695827,1,0,0.0,6720,36.163255083956756
800 tri · pm fijo,800,pm fijo,1,compleja,84,0.8830945411789317,0.884107601872369,0.8796878094089001,0.002196236639414998,0.02756628214542414,2,0,0.0,6800,36.672065916936845
800 tri · pm fijo,800,pm fijo,1,compleja,85,0.8828714772759914,0.884107601872369,0.8795514803603469,0.0025385644131773,0.028977404059138793,3,0,0.0,6880,37.15125316695776
800 tri · pm fijo,800,pm fijo,1,compleja,86,0.8841175116087736,0.8841175116087736,0.8797228990115613,0.002293704409538564,0.029489471351157433,0,0,0.0,6960,37.64138566690963
800 tri · pm fijo,800,pm fijo,1,compleja,87,0.8836971966501184,0.8841175116087736,0.8793948635216562,0.003541586422932478,0.029336206789254138,1,0,0.0,7040,38.09547341696452
800 tri · pm fijo,800,pm fijo,1,compleja,88,0.884426402414125,0.884426402414125,0.8793038279706469,0.0029052974947641266,0.029803525190623847,0,0,0.0,7120,38.503151499899104
800 tri · pm fijo,800,pm fijo,1,compleja,89,0.8838675171342676,0.884426402414125,0.8796996853699455,0.003087228801264792,0.029230436227887062,1,0,0.0,7200,38.928100458928384
800 tri · pm fijo,800,pm fijo,1,compleja,90,0.8843053627237726,0.884426402414125,0.8802938477883153,0.002372515505523294,0.028958536617470422,2,0,0.0,7280,39.33866849995684
800 tri · pm fijo,800,pm fijo,1,compleja,91,0.8839946016772509,0.884426402414125,0.8799410927778816,0.0027168156054724942,0.02880338660270264,3,0,0.0,7360,39.773810166982
800 tri · pm fijo,800,pm fijo,1,compleja,92,0.8840397661229249,0.884426402414125,0.880005045401064,0.0027625184377332856,0.02944189556850676,4,0,0.0,7440,40.22077224997338
800 tri · pm fijo,800,pm fijo,1,compleja,93,0.8837543090962736,0.884426402414125,0.8799879800136943,0.002650708666925352,0.02981632444370459,5,0,0.0,7520,40.68338149995543
800 tri · pm fijo,800,pm fijo,1,compleja,94,0.8851331564428291,0.8851331564428291,0.8799145734554281,0.0030298719229241346,0.030122734500263853,0,0,0.0,7600,41.111755708931014
800 tri · pm fijo,800,pm fijo,1,compleja,95,0.8855076670031918,0.8855076670031918,0.8804094531668408,0.0030943640019154704,0.030516255441222332,0,0,0.0,7680,41.57597970892675
