variant,triangles,regimen,seed,target,generation,best_fitness,best_global_fitness,mean_fitness,std_fitness,diversity,stalled,structure_stable,share_unchanged,evaluations,elapsed
800 tri · pm fijo,800,pm fijo,3,compleja,69,0.8813800120045756,0.8817943223066255,0.8768601964381257,0.002168213724668924,0.031489162087986175,4,0,0.0,5600,30.248769834055565
800 tri · pm fijo,800,pm fijo,3,compleja,70,0.8810372730891396,0.8817943223066255,0.8766045103284646,0.0028044872311004357,0.03164799970061414,5,0,0.0,5680,30.74755695904605
800 tri · pm fijo,800,pm fijo,3,compleja,71,0.881204318139116,0.8817943223066255,0.877044611095149,0.003431676018109994,0.03185776468030003,6,0,0.0,5760,31.23373341700062
800 tri · pm fijo,800,pm fijo,3,compleja,72,0.8824215456307223,0.8824215456307223,0.8772496960691054,0.002285528702008999,0.03164075819579367,0,0,0.0,5840,31.684394084033556
800 tri · pm fijo,800,pm fijo,3,compleja,73,0.8832111584369001,0.8832111584369001,0.8771301364949494,0.0034616030400547878,0.03196204199150918,0,0,0.0,5920,32.09178891708143
800 tri · pm fijo,800,pm fijo,3,compleja,74,0.8824982622670522,0.8832111584369001,0.8783929249238843,0.0020981887048902707,0.031201533205328303,1,0,0.0,6000,32.562749709002674
800 tri · pm fijo,800,pm fijo,3,compleja,75,0.8828725660294336,0.8832111584369001,0.8786618115134699,0.0027940977478955816,0.029915816036309686,2,0,0.0,6080,33.06120137509424
800 tri · pm fijo,800,pm fijo,3,compleja,76,0.8832129061156058,0.8832129061156058,0.8786864681823925,0.0032322099610130536,0.02956327877061298,0,0,0.0,6160,33.49272491701413
800 tri · pm fijo,800,pm fijo,3,compleja,77,0.8833128801777776,0.8833128801777776,0.8796026773381884,0.002223777337719361,0.029418100316549324,0,0,0.0,6240,33.96004354208708
800 tri · pm fijo,800,pm fijo,3,compleja,78,0.8833981700187267,0.8833981700187267,0.8791884009403788,0.00258848522353077,0.029948095646050506,0,0,0.0,6320,34.446500209043734
800 tri · pm fijo,800,pm fijo,3,compleja,79,0.8834037589982624,0.8834037589982624,0.8794562130411183,0.0019662474530908105,0.029928908322396745,0,0,0.0,6400,34.914458042010665
800 tri · pm fijo,800,pm fijo,3,compleja,80,0.8832655201810219,0.8834037589982624,0.8794286764878262,0.002280076213020028,0.029815756622856675,1,0,0.0,6480,35.35522508400027
800 tri · pm fijo,800,pm fijo,3,compleja,81,0.8840595203057948,0.8840595203057948,0.8794348958800541,0.002966792985354006,0.03057890490634574,0,0,0.0,6560,35.83352195902262
800 tri · pm fijo,800,pm fijo,3,compleja,82,0.8836898809842685,0.8840595203057948,0.879776660987296,0.0030474847699873487,0.030006103840562345,1,0,0.0,6640,36.364563875016756
