modelo,features,lr,mse_final,mae_final,r2,fuera_de_0_1,epoca_1pct_final,mse_ep10,mse_ep100,mse_ep1000,neurona_saturada,std_mse_entre_semillas
lineal,6,0.5,0.026121851108123838,0.12973818379261556,0.7144445947277553,0.05946666666666667,10,0.026350040592991654,0.026121851108123838,0.026121851108123838,,1.5515838457795456e-18
sigmoide,6,20.0,0.010954765120176123,0.0764573330825074,0.8802461440957651,0.0,14,0.011183666188412728,0.01095476513882394,0.010954765120176123,0.06333333333333334,0.0
lineal,9,0.5,0.026057397274262012,0.12950155846758335,0.715149182644346,0.05973333333333333,10,0.026273226897255208,0.026057397274262012,0.026057397274262012,,
sigmoide,9,20.0,0.010867913781705499,0.07613161430093837,0.8811955740979789,0.0,11,0.011001039828702314,0.01086791379373963,0.010867913781705499,0.06346666666666667,
