feature,peso,media,desvio
amount_usd,1.5131683504688695,108.78113166666702,154.6491179237782
quantity_purchased,0.7921305789641074,5.855,4.098248609670532
session_duration_seconds,-0.45237688747365973,280.04798333333304,136.14401651413039
days_since_last_purchase,-0.5542439282377969,13.762838333333328,15.03778414396649
account_age_days,-0.6362263166007974,1663.0913333333333,1118.4882683000717
items_viewed_before_purchase,-0.13534133027752857,8.650333333333334,5.444207921166234
bias,-0.03590895131678025,,
