lr,mejor_epoca,mse_val,std_val,mse_train
1.0,500,0.010981837910311173,0.00022315128651296254,0.01094936497601078
5.0,187,0.010972180688797295,0.0002445159690871822,0.010937798065700468
20.0,41,0.010972104490472756,0.00024409101819413028,0.01093785234416651
